iter	Logloss
205	0.07904605539
206	0.07889304025
207	0.07876790946
208	0.07866459438
209	0.07851763916
210	0.07841240583
211	0.07832507324
212	0.07824077497
213	0.07810988072
214	0.07803580148
215	0.07797853306
216	0.07787834821
217	0.07774013846
218	0.07764331927
219	0.07756641497
220	0.07747232492
221	0.07737836565
222	0.07728233991
223	0.07720171247
224	0.07710044643
225	0.07701252093
226	0.07691626848
227	0.07684618269
228	0.07678900146
229	0.07668933105
230	0.07660495431
231	0.07649061802
232	0.07638884626
233	0.07630927386
234	0.07622136579
235	0.07614903041
236	0.07606565639
237	0.07598914446
238	0.07594171143
239	0.07585343715
240	0.07579840088
241	0.07574400984
242	0.07564821952
243	0.07557734026
244	0.0755118757
245	0.07543694196
246	0.07539388602
247	0.07526757812
248	0.07519536482
249	0.07513666643
250	0.07509924316
251	0.0749919608
252	0.07490339879
253	0.07486047363
254	0.07481737409
255	0.07472705078
256	0.07460152762
257	0.07453637695
258	0.07443078613
259	0.07436667306
260	0.07429906355
261	0.0742409232
262	0.07418918283
263	0.07414632743
264	0.07407949393
265	0.07405385917
266	0.07401778739
267	0.07397314453
268	0.073889134
269	0.07382142857
270	0.07375882394
271	0.07369455392
272	0.07363255092
273	0.07360000174
274	0.07355882045
275	0.07347463553
276	0.07339923968
277	0.07334242467
278	0.07328943743
279	0.07322183664
280	0.07315115792
281	0.07309885951
282	0.07304822649
283	0.07297647531
284	0.07291117205
285	0.07286960711
286	0.07281336321
287	0.07273863874
288	0.07268430873
289	0.07261630685
290	0.07260592651
291	0.07255085972
292	0.07249903652
293	0.0724655195
294	0.07241353498
295	0.07237939889
296	0.07229559326
297	0.07225362287
298	0.0722376491
299	0.0721837289
300	0.07215485491
301	0.07211545236
302	0.0720914263
303	0.07204564122
304	0.07200856236
305	0.07197744315
306	0.07194020735
307	0.07191073172
308	0.07184152222
309	0.07178965541
310	0.07176402065
311	0.07171529279
312	0.07165839059
313	0.0716277335
314	0.07159062849
315	0.07156045096
316	0.07153482056
317	0.07150463431
318	0.07145288958
319	0.07141304234
320	0.07137009103
321	0.07132421439
322	0.07127091762
323	0.07121879796
324	0.07118995884
325	0.07113916452
326	0.07111526925
327	0.07107401821
328	0.07104290771
329	0.07100859724
330	0.07098273577
331	0.07094101388
332	0.07092738996
333	0.07089852469
334	0.07085076468
335	0.07083344814
336	0.07078721401
337	0.07074834333
338	0.07072267369
339	0.07067498779
340	0.07064757865
341	0.0706151341
342	0.07056851632
343	0.07054357038
344	0.07049649484
345	0.07044268799
346	0.07040968105
347	0.07038223703
348	0.07036267962
349	0.07033633859
350	0.07031659807
351	0.07027888707
352	0.07025819179
353	0.07024563163
354	0.07021876308
355	0.07020539638
356	0.0701839338
357	0.0701557748
358	0.07012697928
359	0.0701028704
360	0.07006090001
361	0.07002798462
362	0.0700081046
363	0.06996628244
364	0.06993930926
365	0.06991563634
366	0.06989390346
367	0.06983996146
368	0.06978465053
369	0.06976344953
370	0.06974432809
371	0.06972649275
372	0.06972102138
373	0.06969196429
374	0.06966847447
375	0.0696302839
376	0.06960376848
377	0.06958143834
378	0.06956965855
379	0.0695526123
380	0.0695368478
381	0.06950858852
382	0.06948117501
383	0.06944996425
384	0.06942960903
385	0.06939971052
386	0.06937424142
387	0.06934391131
388	0.06931456648
389	0.06930204991
390	0.06927615356
391	0.06924788121
392	0.06924360003
393	0.06921569824
394	0.06918469238
395	0.06916908482
396	0.0691328125
397	0.06911526053
398	0.06909241159
399	0.06907036918
400	0.0690522243
401	0.06902077811
402	0.06899645124
403	0.0689690421
404	0.06894290161
405	0.06893024554
406	0.06891750663
407	0.06889888218
408	0.06886276245
409	0.06883558873
410	0.06881568255
411	0.0687996521
412	0.06879807826
413	0.06879015241
414	0.06877439226
415	0.06873529053
416	0.06871833147
417	0.06868701172
418	0.06864904785
419	0.06861573574
